description,code
"A yellow button with large Georgia text, using grid layout, aligned to the right, with 2px 2px 5px rgba(0, 0, 0, 0.3), spin, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<button style='background-color: blue; font-size: 28px; font-family: Georgia; display: inline-block; text-align: center; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: bounce 2s; transition: all 0.3s ease; :hover { transform: scale(1.1); }'>Choose Option</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A purple button with small Arial text, using grid layout, aligned to the right, with 0 4px 8px rgba(0, 0, 0, 0.2), spin, and a :hover { background-color: #555; color: white; }.","<button style='background-color: purple; font-size: 14px; font-family: Georgia; display: flex; text-align: center; box-shadow: none; animation: bounce 2s; transition: all 0.3s ease; :hover { transform: scale(1.1); }'>Search</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A p containing a list of options with orange text, each inside a dashed box, with 0 4px 8px rgba(0, 0, 0, 0.2), spin, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<h1><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: bounce 1.5s;'><li style='color: orange; border: 1px double black;'>Sign Up</li><li style='color: orange; border: 1px dotted yellow;'>Choose Option</li><li style='color: white; border: 1px solid black;'>Contact Us</li><li style='color: yellow; border: 1px groove white;'>Submit</li><li style='color: cyan; border: 1px double cyan;'>Submit</li></ul></h1> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 1200px) { font-size: 18px; }"
"A large footer with green text, Verdana font, none, and slide-up, displayed as inline-block with center, responsive with media queries.","<button style='color: orange; font-size: 24px; font-family: Arial; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); display: inline-block; justify-content: flex-start; animation: bounce 2s; transition: background-color 0.4s ease;'>Click Me</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 1200px) { font-size: 18px; }"
"A large button with yellow text, Courier New font, none, and fade-in, displayed as none with space-around, responsive with media queries.","<input style='color: pink; font-size: 28px; font-family: Tahoma; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: block; justify-content: space-around; animation: fade-in 2s; transition: all 0.3s ease;'>Sign Up</input> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (max-width: 600px) { font-size: 14px; }"
"A header containing a green button with linear-gradient(to bottom, blue, green) background that says 'Choose Option', followed by a small text description, with fade-in.","<h2><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 16px; animation: bounce 2s;'>Contact Us</button><p style='font-size: 16px;'>search</p></h2> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: all 0.3s ease;"
"A blue button with small Arial text, using flex layout, aligned to the center, with 0 4px 8px rgba(0, 0, 0, 0.2), spin, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.",<button style='background-color: black; font-size: 12px; font-family: Arial; display: none; text-align: justify; box-shadow: none; animation: spin 2s; transition: background-color 0.4s ease; :hover { background-color: #555; color: white; }'>Hello World</button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }
"A pink box with ridge border, linear-gradient(to bottom, blue, green) background, medium text centered inside, using grid layout, with :hover { background-color: #555; color: white; } and spin.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px double red; font-size: 22px; text-align: center; display: grid; justify-content: space-around; align-items: center; animation: fade-in 2s; transition: transform 0.2s ease-in-out; :hover { background-color: #555; color: white; }'>Contact Us</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A cyan box with dotted border, linear-gradient(to right, red, yellow) background, medium text centered inside, using block layout, with :hover { background-color: #555; color: white; } and slide-up.","<div style='background: radial-gradient(circle, pink, purple); border: 2px dotted white; font-size: 20px; text-align: center; display: none; justify-content: center; align-items: center; animation: spin 2s; transition: background-color 0.4s ease; :hover { background-color: #555; color: white; }'>Sign Up</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A h1 containing a yellow button with linear-gradient(to right, red, yellow) background that says 'Enter Your Name', followed by a large text description, with slide-up.","<input><button style='background-color: linear-gradient(to right, red, yellow); font-size: 26px; animation: bounce 2s;'>Hello World</button><p style='font-size: 26px;'>search</p></input> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } transition: all 0.3s ease;"
"A responsive h3 with a grid layout using template 'repeat(2, 1fr)', containing items with medium text and :hover { background-color: #555; color: white; }.","<header style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { background-color: #555; color: white; }'><li style='color: pink; border: 1px groove green;'>Submit</li><li style='color: orange; border: 1px solid black;'>Contact Us</li><li style='color: gray; border: 1px dashed blue;'>Contact Us</li><li style='color: orange; border: 1px dashed white;'>Search</li><li style='color: yellow; border: 1px dotted yellow;'>Submit</li></header> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A responsive div with a grid layout using template '100px 1fr', containing items with medium text and :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<nav style='display: grid; grid-template-columns: 1fr 2fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: orange; border: 1px dashed blue;'>Sign Up</li><li style='color: cyan; border: 1px dotted orange;'>Search</li><li style='color: purple; border: 1px solid blue;'>Search</li><li style='color: gray; border: 1px solid cyan;'>Search</li><li style='color: yellow; border: 1px dashed blue;'>Choose Option</li></nav> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A input containing a list of options with orange text, each inside a dotted box, with 0 4px 8px rgba(0, 0, 0, 0.2), slide-up, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<p><ul style='box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: spin 1.5s;'><li style='color: cyan; border: 1px groove gray;'>Choose Option</li><li style='color: green; border: 1px dotted purple;'>Click Me</li><li style='color: gray; border: 1px double cyan;'>Click Me</li><li style='color: red; border: 1px dashed yellow;'>Sign Up</li><li style='color: purple; border: 1px solid cyan;'>Sign Up</li></ul></p> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 1200px) { font-size: 18px; }"
"A blue box with solid border, radial-gradient(circle, pink, purple) background, large text centered inside, using inline-block layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and spin.","<div style='background: radial-gradient(circle, pink, purple); border: 2px double cyan; font-size: 26px; text-align: center; display: grid; justify-content: flex-end; align-items: center; animation: slide-up 2s; transition: transform 0.2s ease-in-out; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Choose Option</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A gray box with groove border, radial-gradient(circle, pink, purple) background, small text centered inside, using block layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and fade-in.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px dashed pink; font-size: 16px; text-align: center; display: block; justify-content: center; align-items: center; animation: fade-in 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Click Me</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A yellow box with dotted border, radial-gradient(circle, pink, purple) background, medium text centered inside, using flex layout, with :hover { background-color: #555; color: white; } and bounce.","<div style='background: linear-gradient(to right, red, yellow); border: 2px ridge blue; font-size: 26px; text-align: center; display: block; justify-content: center; align-items: center; animation: spin 2s; transition: transform 0.2s ease-in-out; :hover { transform: scale(1.1); }'>Enter Your Name</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A white button with small Georgia text, using none layout, aligned to the justify, with 0 4px 8px rgba(0, 0, 0, 0.2), fade-in, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.",<button style='background-color: pink; font-size: 12px; font-family: Georgia; display: inline-block; text-align: justify; box-shadow: none; animation: slide-up 2s; transition: transform 0.2s ease-in-out; :hover { transform: scale(1.1); }'>Login</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }
"A cyan box with solid border, radial-gradient(circle, pink, purple) background, medium text centered inside, using grid layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and slide-up.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px solid green; font-size: 26px; text-align: center; display: block; justify-content: space-around; align-items: center; animation: spin 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Submit</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A select containing a pink button with linear-gradient(to right, red, yellow) background that says 'Click Me', followed by a medium text description, with fade-in.","<footer><button style='background-color: radial-gradient(circle, pink, purple); font-size: 18px; animation: slide-up 2s;'>Submit</button><p style='font-size: 18px;'>login</p></footer> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: transform 0.2s ease-in-out;"
"A p containing a list of options with pink text, each inside a double box, with 4px 4px 10px rgba(0, 0, 0, 0.5), fade-in, and @media (min-width: 1200px) { font-size: 18px; }.","<textarea><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: fade-in 1.5s;'><li style='color: orange; border: 1px dotted gray;'>Click Me</li><li style='color: green; border: 1px double blue;'>Sign Up</li><li style='color: purple; border: 1px dotted pink;'>Enter Your Name</li><li style='color: black; border: 1px dashed gray;'>Choose Option</li><li style='color: green; border: 1px ridge blue;'>Sign Up</li></ul></textarea> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
